source_id,model_name,prompt_type,generated_abstract,temperature,top_p
2-s2.0-105029412507,llama-3.1,factual,"In the field of computer vision, single image super-resolution (SISR) is a pivotal task that enables the recovery of high-quality images from their low-resolution counterparts. This technique has far-reaching applications in various domains, including facial recognition, video surveillance, medical imaging, remote sensing, and scene text recognition. While conventional SISR methods often struggle to accurately restore fine details, recent advancements in machine learning-based algorithms have shown promising results, particularly those leveraging residual networks. However, these approaches can be computationally intensive due to their large architecture size. To address this issue, we introduce a novel framework, Multi-Scale Deep Residual Networks (MSDRNs), which incorporates mean-std normalization to ensure uniform statistical scaling of residual branches. Additionally, we employ Bayesian hyperparameter optimization to adaptively tune critical parameters and achieve robust convergence. Our approach combines the evaluation of full-reference metrics (PSNR and SSIM) with no-reference NIQE index to comprehensively assess image quality. The proposed method demonstrates superior performance in terms of both quantitative accuracy and human-visual fidelity, outperforming state-of-the-art approaches such as SwinIR and EDSR. By exploiting high-resolution images for accuracy maximization, MSDRNs offer a more efficient and effective solution for SISR tasks.",0.4,0.9
2-s2.0-105029408814,llama-3.1,factual,"This study contributes to the development of artificial intelligence (AI) solutions for male fertility diagnostics by introducing a comprehensive collection of expert-labeled image datasets. The datasets comprise three distinct categories, each designed to address specific challenges in automated sperm analysis. The raw dataset consists of over 400 high-resolution images of stained bright-field samples containing multiple sperm cells, while the binary classification set comprises cropped image patches labeled as either sperm or non-sperm. Furthermore, a multiclass dataset categorizes individual sperm cells based on DNA fragmentation level, with annotations ranging from large to no halo size.

The datasets were annotated by five experienced embryologists, with final labels determined through majority agreement. This rigorous annotation process ensures the accuracy and reliability of the data, providing a robust foundation for training and benchmarking machine learning models. The availability of these datasets is open, facilitating reproducibility and enabling further research in reproductive health. By leveraging this collection, researchers can develop and evaluate AI-powered systems for sperm detection, classification, and chromatin integrity assessment, ultimately contributing to improved male fertility diagnostics.",0.4,0.9
2-s2.0-105029370535,llama-3.1,factual,"This dataset addresses a critical gap in multimodal biomechanical recordings during various locomotor tasks by providing synchronized measurements of electromyographic (EMG), inertial (IMU), and plantar pressure data. A total of 45 adults, comprising 15 individuals with unilateral transtibial amputation and 30 without amputation, participated in the study, completing five standardized tasks: level walking, ramp ascent/descent, and stair ascent/descent. Each participant underwent 50 supervised trials, facilitating a comprehensive understanding of gait adaptation across terrains and populations.

The dataset was collected using wireless EMG and IMU sensors (Delsys Trigno Avanti) to measure muscle activation and kinematics, as well as intelligent insoles (XSENSOR) to capture plantar pressure distribution. The raw data were stored in.hpf and.XSN formats, with processed outputs available in.csv files, organized by task and sensor type along with complete participant metadata.

Key dataset outputs include time-normalized EMG amplitudes, segment kinematics, and pressure maps across various terrains and populations. Technical and experimental validation of the dataset was conducted during data acquisition to ensure its reliability and accuracy. This comprehensive resource enables quantitative analysis of gait adaptation and supports machine learning approaches for locomotion classification, thereby facilitating research in biomechanics, rehabilitation engineering, robotics, and clinical gait studies. The dataset is provided in accessible formats to promote reuse and foster innovative applications in these fields.",0.4,0.9
2-s2.0-105029353954,llama-3.1,factual,"This study investigates the feasibility of implementing continual learning in quantum machine learning systems, which are poised to surpass classical computers on certain tasks. However, these systems often suffer from catastrophic forgetting, a phenomenon where previously learned information is lost when new data is introduced. To address this challenge, we employed an experimental setup involving a superconducting processor and sequentially trained a quantum classifier on three distinct tasks: image classification and quantum state categorization. Our results show that the quantum classifier exhibited significant catastrophic forgetting, with accuracy dropping to 70% after the third task. Building upon the elastic weight consolidation strategy, we successfully adapted the quantum classifier to incrementally retain knowledge across tasks, achieving an average accuracy of 95.1%. Furthermore, our experiments demonstrated that a quantum classifier can outperform its classical counterpart on sequential tasks involving quantum-engineered data, with comparable model complexity. These findings provide a crucial step towards developing adaptable quantum learning systems capable of handling complex, dynamic environments.",0.4,0.9
2-s2.0-105029345073,llama-3.1,factual,"Categorical feature encoding is a crucial step in machine learning pipelines, as it enables numerical inputs for models that often rely on them. However, traditional methods like one-hot encoding can be suboptimal due to increased dimensionality and lack of consideration for inherent relationships between categories. This study investigates 26 categorical encoding techniques across 13 real-world datasets and 7 machine learning algorithms, categorizing the methods based on predictive task type, model performance, and computational efficiency. Our taxonomy provides a framework for selecting encoders that balance these competing factors. Furthermore, we demonstrate how Safe AI metrics can be integrated into encoding pipelines to assess model robustness and fairness, offering complementary insights beyond traditional evaluation metrics. To facilitate further research and practical application, we introduce EncodeHero: a Python tool allowing users to (1) extend our benchmark with their own datasets and (2) select the most suitable encoding method based on their specific needs and constraints. Our findings contribute to a more informed approach to categorical feature encoding in machine learning, enabling researchers and practitioners to develop more accurate and robust models.",0.4,0.9
2-s2.0-105029318159,llama-3.1,factual,"Characterization of Serum Metabolomic Profiles in Acute Pancreatitis and Development of Bile Acid-Based Predictive Models Using Artificial Intelligence.

Acute pancreatitis (AP) is a complex and potentially life-threatening condition, necessitating the identification of reliable diagnostic biomarkers for early prediction of severe AP (SAP). The current study aimed to investigate serum metabolomic profiles in patients with distinct disease phases and integrate metabolomics with artificial intelligence to construct predictive models. A multicentre observational protocol was conducted, involving comparative metabolomic analysis of 303 metabolites and 461 lipid species in AP patients. Weighted gene coexpression network analysis revealed significant correlations between clinical parameters and specific metabolic clusters, particularly bile acids (BAs) and lipid species. Targeted quantification of 63 BAs was performed within a validation cohort (n = 948), facilitating the derivation of two distinct BA panels using machine learning algorithms. The first panel, comprising nine BAs, demonstrated high diagnostic accuracy for AP, including among individuals with negative conventional enzymatic biomarkers, and effectively discriminated AP from acute cholangitis. A second panel, consisting of 13 BAs, reliably identified patients at elevated risk for SAP progression. These findings validate the translational potential of machine learning-driven metabolic biomarkers in acute abdominal conditions and underscore the clinical utility of BAs as promising diagnostic and prognostic biomarkers in AP.",0.4,0.9
2-s2.0-105029306673,llama-3.1,factual,"The clinical heterogeneity of prostate cancer (PCa) remains a significant challenge in the field. To address this issue, we employed a multi-omics approach combining single-cell and spatial transcriptomics with explainable machine learning to identify key drivers of lethal tumor behavior. Our analysis of 141,986 high-quality single cells from localized, hormone-sensitive, and castration-resistant PCa revealed a distinct malignant epithelial subpopulation characterized by elevated chromosomal instability, androgen receptor activation, cell-cycle dysregulation, and stemness potential. Spatial mapping further elucidated the presence of immune-enriched yet suppressive niches, where fibroblasts and myeloid cells coexist with exhausted lymphocytes, indicating a functional imbalance in the tumor microenvironment.

Using 101 machine learning pipelines, we identified a Lasso plus PLS-Cox model that demonstrated strong concordance across independent cohorts. The resulting C4-based risk score independently predicted recurrence-free survival after adjustment for age, Gleason score, and T stage. A nomogram combining this score with clinical variables showed good discrimination. SHAP interpretation highlighted MT1M, PCSK1N, and ACSL3 as major risk-driving features. Notably, PCSK1N was found to be progressively upregulated from normal prostate tissue to castration-resistant disease, promoting proliferation, clonogenicity, migration, and enzalutamide resistance. Inhibition of PCSK1N sensitized organoids and xenografts to AR-targeted therapy.

Our findings provide a C4-centered framework for understanding lethal tumor behavior in PCa and offer an experimentally supported approach for prognostic stratification. This study highlights the potential of multi-omics analysis combined with explainable machine learning to identify key drivers of cancer progression and inform targeted therapeutic strategies.",0.4,0.9
2-s2.0-105029235597,llama-3.1,factual,"The accurate prediction of global natural gas trade is essential for countries to optimize their energy strategies and ensure energy security. Traditional forecasting methods, relying on expert knowledge and statistical techniques, have limitations in capturing the complexity and uncertainty inherent in global natural gas trade. The incorporation of machine learning (ML) approaches has shown promise in modeling these complex factors using historical data. However, existing ML models struggle to account for three unique characteristics of global natural gas trade: network relationships between countries, dynamic changes over time, and influences from numerous complex factors.

To address this gap, a novel hybrid ML model is proposed, combining Graph Attention Networks (GAT), Gated Recurrent Unit (GRU), and Transformer architectures. This integrated framework, termed GAT-GT, leverages the strengths of each component: GAT learns annual trade network features, GRU models dynamic relationships, and Transformer combines complex factors with latent features for forecasting. The proposed model benefits from the comprehensive capture of global natural gas trade characteristics, including network, dynamic, and complex-factor influences.

Empirical studies utilizing global natural gas trade data from 2000 to 2023 demonstrate that GAT-GT significantly outperforms eight advanced ML competitors in forecasting accuracy. This research contributes to the development of more effective ML models for predicting global natural gas trade, enabling countries to make informed decisions about their energy strategies and ensuring a more secure energy future.",0.4,0.9
2-s2.0-105029228073,llama-3.1,factual,"The accurate modeling of crystalline materials is crucial for elucidating structure-property relationships in critical materials, thereby accelerating materials discovery. However, recent graph neural networks (GNNs) often struggle to provide physical interpretability and fail to explicitly model the hierarchical and symmetrical nature of crystals. To address this limitation, we propose a novel deep learning framework called Capsule Graph Networks with E(3)-Equivariance (CGN-e3). This framework integrates equivariant message passing with capsule networks to capture both geometric symmetries and hierarchical motif structures. CGN-e3 leverages E(3)-equivariant message passing to learn physically consistent features, which are then organized into capsule representations that can disentangle local motifs and connect them to global properties. We evaluate the effectiveness of our framework on bandgap and formation energy prediction, as well as material classification using the Materials Project and Matbench datasets. Our results demonstrate that CGN-e3 achieves a mean absolute error (MAE) of 0.054 eV/atom and 0.379 eV for formation energy and bandgap prediction, respectively, outperforming CGCNN and matching the performance of MEGNet on the same dataset. Furthermore, our framework provides insightful interpretations of the learned capsule representations, offering an unsupervised pathway for interpretable motif discovery. The dynamic routing-by-agreement mechanism identifies and aggregates structurally significant local environments into higher-order graph-level capsules, yielding human-intelligible insights by explicitly quantifying the contribution of specific structural motifs to target material properties.",0.4,0.9
2-s2.0-105029183406,llama-3.1,factual,"This study investigates the classification of healthy controls and patients with obsessive-compulsive disorder (OCD) or schizophrenia based on their oculomotor behavior during active visual fixation tasks. Abnormalities in inhibitory control mechanisms, which are essential for cognitive function, have been linked to these neurological disorders. Eye movement studies and machine learning techniques have been employed to differentiate clinical from neurotypical populations. In this research, data from three visual fixation tasks were analyzed using statistical tests to identify saccade features relevant to classification. A shallow Artificial Neural Network (ANN) was implemented for binary and three-class classification. The results demonstrate that selected saccadic features can distinguish between healthy controls and patients with schizophrenia or OCD with moderate accuracy. Notably, the findings suggest that group differences are primarily driven by intrinsic properties of saccadic generation rather than fixation or inhibitory mechanisms. These insights provide preliminary evidence on the potential use of machine learning-based classification methods for distinguishing between neurological disorders based on oculomotor behavior. The study's results contribute to a better understanding of the underlying neurophysiological mechanisms and highlight the need for further research in this area.",0.4,0.9
2-s2.0-105029182227,llama-3.1,factual,"The accurate detection of depression through speech or conversation has become increasingly important in recent years due to the growing need for effective mental health assessment tools. However, current methods often fall short in terms of effectiveness and interpretability, particularly when dealing with diverse languages and datasets. This study addresses these limitations by proposing a novel model that combines multiple feature extraction and selection techniques to enhance performance.

The proposed method employs an adaptive threshold-based pre-processing technique to eliminate irrelevant information, followed by the application of a twinned Savitzky-Golay filter to minimize noise in the dataset. A Synchro-Squeezed Adaptive Wavelet Transform Algorithm is then used to transform the signal into an image, which is subsequently analyzed using the Singular Empirical Decomposition and Sparse Autoencoder model.

The extracted features are then fused using a Weighted Soft Attention-based Fusion model, before being refined by the Chaotic Mud Ring Optimization algorithm. Finally, a Dilated Convolutional Neural Network based Bidirectional-Long Short Term Memory-Bi-LSTM architecture is utilized to detect different stages of depression, achieving state-of-the-art results.

The proposed method was evaluated on three benchmark datasets: DAIC-WOZ, AVEC 2019, and MELD. The results demonstrate a significant improvement in detection accuracy, with an F1-score of 93.22%, precision of 93.11%, recall of 93.12%, and accuracy of 93.31% on the DAIC-WOZ dataset. Furthermore, the model achieved high accuracy rates of 93.91% and 85.34% on the AVEC 2019 and MELD datasets, respectively. These findings indicate that the proposed method has potential for real-world applications in mental health assessment.",0.4,0.9
2-s2.0-105029180521,llama-3.1,factual,"Recent advancements in Camouflaged Object Detection (COD) have been driven by its diverse practical applications, necessitating the development of more accurate and efficient detection methods. This study presents a novel human-machine collaboration framework for COD, capitalizing on the synergistic benefits of computer vision models and noninvasive brain-computer interfaces. The proposed approach incorporates a multiview backbone to quantify uncertainty in model predictions, utilizing this uncertainty during training to enhance efficiency and accuracy. Furthermore, low-confidence cases are deferred to human evaluation via RSVP-based BCIs during testing, facilitating more reliable decision-making processes. Experimental evaluations on the CAMO dataset demonstrate the efficacy of our framework, achieving state-of-the-art results with significant improvements in balanced accuracy (4.56%) and F1 score (3.66%). Notably, for top-performing participants, enhancements reached 7.6% in balanced accuracy and 6.66% in F1 score. Analysis of training data reveals a strong correlation between confidence and precision, while ablation studies confirm the effectiveness of our training policy and human-machine collaboration strategy. This research contributes to reducing human cognitive load, enhancing system reliability, and establishing a foundation for advancements in real-world COD applications and human-computer interaction.",0.4,0.9
2-s2.0-105029176304,llama-3.1,factual,"Machine learning models have been increasingly employed in predicting acute myeloid leukemia (AML), a clinically aggressive hematologic malignancy driven by complex genetic and epigenetic alterations. Recent studies have highlighted the potential of circular RNAs (circRNAs) as diagnostic biomarkers, but existing predictive models primarily rely on differential expression without considering the impact of higher-order chromatin organization on circRNA formation and function. This study proposes a novel machine learning framework that incorporates three-dimensional (3D) genome architecture to refine circRNA selection for AML prediction. By mapping 9,565 circRNAs onto a reconstructed 3D chromatin model derived from high-throughput chromosome conformation capture data, we identified spatial clustering patterns and biological pathway enrichment among the circRNAs. Our analysis revealed that eighteen pathways exhibited significant 3D aggregation of circRNAs, enabling radial stratification based on nuclear localization. To develop predictive models, five circRNA panels were designed using complementary strategies combining expression, pathway, and spatial features. Cross-validation and external validation across six machine learning algorithms demonstrated that the panel derived from the fifth radial layer (Panel-3DG-Radius5) achieved the most robust and consistent performance, with an area under the receiver operating characteristic curve exceeding 0.99. The integration of 3D genomic context reduced feature collinearity while enhancing biological interpretability, establishing a paradigm for circRNA biomarker discovery that leverages spatial genome organization to improve the precision and robustness of AML predictive modeling.",0.4,0.9
2-s2.0-105029171217,llama-3.1,factual,"Here's a rewritten version of the abstract:

The development of brain-controlled wheelchair (BCW) technology has revolutionized mobility assistance for individuals with motor impairments, enabling direct control via non-invasive brain-computer interfaces (BCIs). Motor imagery-based BCIs (MI-BCIs), which rely on neural activity associated with imagined movements, have gained popularity due to their intuitive and stimulus-free nature. However, achieving reliable multi-class classification accuracy in MI-BCI systems remains a significant challenge. To address this issue, we propose an advanced feature extraction algorithm, EHT-CSP, which integrates Ensemble Empirical Mode Decomposition Hilbert-Huang Transform (EEMD-HHT) with Time-Frequency Common Spatial Pattern (TFCSP). Our approach extracts marginal spectrum entropy and energy spectrum entropy using EEMD-HHT, followed by the combination of these features with TFCSP-derived feature vectors to enhance classification performance. We employ Light Gradient Boosting Machine for classification and evaluate our proposed MI-BCI system through both offline analysis and real-world BCW obstacle avoidance experiments. Results demonstrate that EHT-CSP achieves an average classification accuracy of 78.45%, with all participants successfully completing BCW navigation tasks, outperforming existing models in both efficacy and robustness.",0.4,0.9
2-s2.0-105029164066,llama-3.1,factual,"In the context of the Internet of Medical Things (IoMT), where medical devices and real-time monitoring nodes generate highly skewed and burst-like traffic, traditional intrusion detection systems (IDS) often struggle to accurately model these patterns. Specifically, Gaussian Naïve Bayes classifiers have been shown to underperform due to their reliance on symmetric feature distributions, which do not hold in IoMT networks. This study addresses this limitation by introducing NBGamma, a modified Naïve Bayes classifier that incorporates a Gamma-based likelihood formulation to better capture positively skewed traffic features. The proposed approach mathematically integrates the Gamma distribution into the likelihood computation and formulates the IDS task as a security-driven optimization problem. Experimental evaluation on the CSE-CIC-IDS2018 dataset demonstrates significant improvements in precision, recall, F1-score, and ROC-AUC compared to Gaussian Naïve Bayes under both unbalanced and SMOTE-balanced settings. The results highlight the potential of NBGamma to enhance lightweight IDS modeling for resource-constrained IoMT environments, enabling more effective detection of malicious traffic patterns and advancing security-driven optimization in healthcare networks. Overall, this study contributes to the development of robust and reliable intrusion detection systems for IoMT applications.",0.4,0.9
2-s2.0-105029163385,llama-3.1,factual,"Alzheimer's disease is a debilitating neurodegenerative disorder that affects cognitive function by impairing neurotransmitters, neurons, and tissue in the human brain. Despite the lack of an effective cure, medications can slow disease progression. Early detection of Alzheimer's disease is critical for treatment and further research, but current challenges include limited trained samples and excessive feature descriptions when applying different classification algorithms. Moreover, there is a scarcity of reliable AI-based solutions for detecting this disease. To address these issues, we developed a system utilizing supervised machine learning models to facilitate the initial detection of Alzheimer's disease through a web application. Specifically, we employed five classification algorithms: Random Forest, Support Vector Machine, Decision Tree, Logistic Regression, and K-Nearest Neighbors, on a dataset obtained from Kaggle featuring 35 attributes and 2149 data points. To optimize performance, we balanced the dataset and evaluated feature importance. Our results indicate that the Random Forest model achieved the highest accuracy of 91.19%, providing a promising approach for early Alzheimer's disease detection.",0.4,0.9
2-s2.0-105029163292,llama-3.1,factual,"This study assesses the effectiveness of a novel, compact, and lightweight dual-band switched-beam antenna designed for 5G sub-6 GHz communications, operating at 0.7 GHz and 2.6 GHz. The proposed antenna structure incorporates innovative features such as grooves and parasitic elements to enhance bandwidth performance. To optimize seven critical dimensional parameters, three machine learning models – decision tree, random forest, and XGBoost – are employed to facilitate broadband operation. A comprehensive dataset of 244 samples is generated from 305 simulated scenarios created using CST Microwave Studio, simulating a wide range of conditions targeting resonance frequencies and corresponding bandwidths. The incorporation of a short-circuit mechanism enables beam steering in two directions across both frequency bands. Simulation results demonstrate that the proposed design achieves significant improvements in bandwidth, with enhancements of 11.52 MHz (113.72%) at 0.63 GHz and 128.72 MHz (200.59%) at 2.48 GHz compared to a conventional reference antenna. Empirical measurements validate the simulation outcomes, confirming the antenna's ability to switch beams effectively and operate in wideband dual-band mode. The proposed design's simplicity, compactness, and machine learning-driven performance make it an attractive alternative for next-generation wireless systems.",0.4,0.9
2-s2.0-105029162449,llama-3.1,factual,"Predictive modeling of Patient Length of Stay (LOS) in resource-limited settings is a complex task, influenced by data skewness, outlier sensitivity, and imbalanced datasets. In such contexts, machine learning (ML) offers potential solutions that require validation through rigorous evaluation. This study aims to develop and assess the effectiveness of ML models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive Specialized Hospital in Ethiopia, leveraging electronic health records (EHRs) to optimize operational planning.

A retrospective analysis of 27,268 patient records from four hospital wards (2017–2024) was conducted. Data preprocessing involved feature engineering, one-hot encoding, and addressing class imbalance using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models were trained and evaluated using a range of metrics, including accuracy, precision, recall, F1-score, and AUC-ROC, with 5-fold cross-validation to ensure robustness. Feature importance was assessed via permutation analysis.

The study found that SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Gradient Boosting emerged as the top-performing model (AUC: 0.70, Accuracy: 81%, Precision: 72%, Recall: 63%, F1-score: 0.76). Key predictors of prolonged LOS included ward type, age, pregnancy-related conditions, respiratory/digestive diagnoses, and rural residence.

This research demonstrates the potential of ML-driven LOS prediction in resource-constrained settings using EHR data. The findings have implications for optimizing bed management, staffing, and resource allocation, aligning with Ethiopia's Health Sector Transformation Plan (HSTP) goals for efficient healthcare delivery. Future work should focus on real-time validation and integration into hospital systems to maximize the impact of ML-driven LOS prediction.",0.4,0.9
2-s2.0-105029159849,llama-3.1,factual,"This study addresses a critical challenge in understanding the strengthening mechanisms of high-entropy alloys (HEAs), which have garnered significant attention due to their potential for enhanced mechanical properties. Conventional theories of solid solution strengthening are insufficient to capture the complex interactions between alloy components and dislocations in HEAs. To bridge this knowledge gap, we develop a data-driven framework that leverages large-scale molecular dynamics simulations to investigate the intrinsic strength of face-centered cubic (FCC) HEAs.

Our approach involves computing dislocation mobility under various temperatures and compositions, revealing intricate glide behavior characterized by jerky and wavy motion due to localized pinning effects. By extracting critical resolved shear stress (CRSS) values at 0 K from these simulations, we identify a significant correlation between CRSS and the standard deviation of atomic pinning strength.

Building on this insight, we propose a set of atomic features that capture local structural and compositional fluctuations in HEAs. These features are then used to construct a symbolic model, which predicts the variability of atomic pinning strength using the Sure Independence Screening and Sparsifying Operator method. Our framework provides a unique combination of mechanistic understanding and predictive capabilities, enabling the design of strong, compositionally complex alloys with enhanced mechanical properties.",0.4,0.9
2-s2.0-105029159778,llama-3.1,factual,"Automated grading of essays has emerged as a crucial component in enhancing the efficiency of English education by mitigating human bias and increasing scalability in assessment. However, conventional rule-based and machine learning methods often fall short due to their inherent limitations. This study proposes a novel hybrid scoring model that integrates Bidirectional Long Short-Term Memory (Bi LSTM), Transformer encoder, and Light Gradient Boosting Machine (Light GBM) to overcome these weaknesses. The Deep Essays Dataset, comprising diverse student populations with human-annotated scores, is utilized as the basis for this research.

The proposed approach involves a multi-faceted text processing strategy that includes deep preprocessing, shallow and semantic feature extraction, and context representation fusion facilitated by Bi LSTM and Transformer layers. These features are then fed into a Light GBM regressor to predict final scores. Large-scale experiments demonstrate that the hybrid model significantly outperforms existing methods on Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), and Pearson correlation metrics. Moreover, evaluation metrics such as accuracy, precision, recall, and F1-score consistently exceed 99%, underscoring the stability of the proposed system. Graphical analysis using Receiver Operating Characteristic (ROC) and Precision-Recall (PR) plots further attest to the robustness of the model.

The findings of this study demonstrate the efficacy of combining deep neural networks and gradient boosting in identifying linguistic and semantic patterns within essays. This innovative approach has the potential to revolutionize automated scoring technology, leading to more equitable, reliable, and scalable assessment in English learning.",0.4,0.9
2-s2.0-105029134659,llama-3.1,factual,"The development of type 2 diabetes mellitus (T2DM) often goes unnoticed until complications arise, underscoring the need for early detection and prevention through transparent machine learning models. This study aimed to develop and evaluate an interpretable Extra Trees Classifier (ETC) for early T2DM risk prediction within the PERSIAN Dena Cohort, prioritizing probability calibration, fairness, and clinical interpretability.

A dataset comprising 3,203 adults aged 35-70 years was analyzed, with seventy-nine variables initially considered before feature elimination retained fifteen informative predictors. The ETC model was optimized through randomized hyperparameter search and evaluated using ten-fold cross-validation with an internal-external split (80/20). Isotonic regression was employed to calibrate probability estimates, while SHapley Additive exPlanations (SHAP) and Morris sensitivity analysis were used to examine model transparency and feature influence.

The study found that the ETC exhibited moderate discrimination and stable internal consistency, with cross-validated performance metrics indicating mean accuracy of 0.69 ± 0.03 and area under the receiver operating characteristic curve (AUC) of 0.69 ± 0.04. However, calibration revealed under-confident probability estimates following isotonic regression. Sensitivity analyses identified fasting blood sugar, fatty-liver status, age, kidney-stone history, and triglycerides as dominant predictors, with lifestyle factors exerting secondary influence.

The calibrated ETC provided transparent insights into feature interactions and data limitations, underscoring the importance of interpretability and fairness in trustworthy clinical AI. While predictive power was limited, this study highlights the need for further research to expand predictor diversity, address class imbalance, and validate across other PERSIAN cohorts to develop a more generalizable and interpretable model for early T2DM risk prediction.",0.4,0.9
2-s2.0-105029134502,llama-3.1,factual,"The proliferation of online information has necessitated the development of sophisticated tools for filtering and generating personalized recommendations, thereby enhancing decision-making in the e-commerce sector. Recommender systems (RSs), which analyze individual user preferences, past reviews, and product ratings, have become indispensable components of modern e-commerce platforms. This study undertakes a comprehensive examination of RSs by reviewing research articles published between 2020 and 2025 from various journals and conferences. The review focuses on emerging techniques aimed at improving system performance, including the application of machine learning, deep learning, large language models, and conversational recommender systems. By exploring these cutting-edge methodologies, this study seeks to address significant research gaps and identify key factors influencing RS platforms. A thorough analysis of existing literature and prevailing research challenges provides a foundation for understanding the current state and future direction of RSs in the e-commerce industry. The findings of this study are expected to provide valuable insights into the evolution of RSs and inform the development of more effective recommendation systems.",0.4,0.9
2-s2.0-105029126604,llama-3.1,factual,"The increasing reliance on artificial intelligence in medical diagnosis has led to a growing interest in leveraging machine learning and deep learning algorithms for classifying pulmonary diseases. Spirometry, a widely used lung function test, plays a crucial role in early disease detection and monitoring. This study investigates the performance of various machine learning and deep learning models in distinguishing between different pulmonary conditions using standardized spirometry features from the Global Lung Initiative 2012 dataset.

To achieve this objective, we employed a range of classification algorithms, including logistic regression, support vector machines, k-nearest neighbors, random forests, XGBoost, as well as deep neural networks and convolutional neural networks. Preprocessing and standardization techniques were applied to enhance model accuracy. The performance of each model was evaluated using metrics such as accuracy, sensitivity, specificity, F1-score, F1-macro, and the area under the receiver operating characteristic curve.

Our results indicate that tree-based models exhibit superior generalization performance on a subject-disjoint test set. Specifically, the XGBoost model achieved an accuracy of 99.24 ± 0.59%, followed by the random forest model at 97.23 ± 2.04%. In contrast, deep learning models, such as deep neural networks and convolutional neural networks, yielded lower accuracy rates of 81.61 ± 5.83% and 77.57 ± 5.55%, respectively.

This study highlights the potential of machine learning-based approaches in early disease diagnosis. However, further optimization is required to improve model performance. The findings have significant implications for integrating artificial intelligence-supported spirometry analysis into clinical practice, underscoring the need for validation on larger patient cohorts to ensure seamless integration into healthcare systems.",0.4,0.9
2-s2.0-105029088490,llama-3.1,factual,"The integration of machine learning and chemistry through molecular representation learning (MRL) has become a pivotal area of research, with significant implications for predicting molecular properties and facilitating complex tasks such as drug discovery. However, existing MRL methods often falter when confronted with out-of-distribution (OOD) data, which is a common occurrence in real-world molecular environments characterized by dynamic and uncertain conditions. To address this limitation, we present EISG, an innovative framework designed to enhance the generalization capability of MRL models on OOD data. By leveraging environmental inference and subgraph generation techniques, EISG aims to capture the invariant properties of molecular graphs across diverse environments. Specifically, our approach involves the development of an unsupervised environmental classification model that identifies latent variables generated by different distributions, as well as a subgraph extractor based on information bottleneck theory that extracts invariant representations from molecular graphs closely related to prediction labels. Through the combination of novel learning objectives and the collaborative work of the environmental classifier and subgraph extractor, EISG enables MRL models to identify invariant graph representations in various environments, thereby achieving more robust OOD generalization. Experimental results demonstrate the efficacy of our framework across multiple OOD settings, underscoring its potential for improving the reliability and accuracy of molecular representation learning.",0.4,0.9
2-s2.0-105029085471,llama-3.1,factual,"The increasing reliance on Artificial Intelligence (AI) algorithms in various domains has highlighted the critical importance of high-quality training data. However, the availability of large-scale datasets is often hindered by strict privacy regulations, resulting in reduced dataset sizes and under-representation of certain demographic groups. This data scarcity can be detrimental to AI performance, as it perpetuates existing biases and limitations within the algorithms. To mitigate this issue, researchers have explored synthetic data generation techniques that create artificial samples with similar properties to real-world data. This study examines the current state of synthetic tabular data generation methods, focusing on statistical, probabilistic, and Machine Learning-based approaches. A comprehensive analysis of high-quality peer-reviewed articles reveals that synthetic data not only increases dataset size but also enhances its quality by promoting diversity and representation of various demographic groups. Notably, techniques such as Synthetic Minority Oversampling Technique (SMOTE) and its variants have demonstrated significant performance improvements in classification tasks, with reported gains up to 12%. However, the efficacy of synthetic data generation ultimately depends on the underlying process, characteristics of real-world data, and evaluation metrics used to assess quality.",0.4,0.9
2-s2.0-105029085236,llama-3.1,factual,"The metabolic reprogramming of cancer cells is characterized by altered lactate accumulation, but its spatial and cell-type-specific effects in lung adenocarcinoma (LUAD) remain poorly understood. This study integrates single-cell transcriptomics, spatial transcriptomics, spatial metabolomics, and immunofluorescence with large-scale clinical data to elucidate the role of lactate in shaping the tumor microenvironment. By analyzing high-lactate tumors, we observe increased epithelial and fibroblast populations, whereas low-lactate samples exhibit enriched T/NK cells and monocytes/macrophages. Spatial metabolomics reveals cell-type-specific lactate and pyruvate distributions, with endothelial cells showing minimal lactate accumulation. Notably, endothelial subclusters in high-lactate tissues display angiogenic and stress-response signatures, which are strongly associated with poor prognosis. Machine-learning models consistently identify endothelial and fibroblast programs as key determinants of high-lactate states and adverse clinical outcomes. Our multi-omics spatial profiling demonstrates that lactate plays a pivotal role in driving angiogenesis, immune suppression, and prognostic stratification in LUAD, highlighting lactate-centered pathways as promising therapeutic targets for improving patient outcomes.",0.4,0.9
